ID,visa_type,visa_entry,US_consulate,major,status,check_date,complete_date,waiting_days,details
TSE,F1,New,ShangHai,CS,Pending,2025-06-03,0000-00-00,220,detail
下签喵喵,F1,New,BeiJing,CS phd,Clear,2025-06-03,2025-08-18,76,detail
black222white,F1,New,BeiJing,Biology,Clear,2025-06-03,2025-07-29,56,detail
happymao,H1,Renewal,GuangZhou,ME,Pending,2025-06-03,0000-00-00,220,detail
250603,H1,New,ShangHai,virology,Pending,2025-06-03,0000-00-00,220,detail
早日下签,H1,New,ShangHai,EECS,Pending,2025-06-03,0000-00-00,220,detail
43143392,F1,New,GuangZhou,EE phd,Clear,2025-06-03,2025-07-29,56,detail
小陈,F1,New,BeiJing,Materials,Pending,2025-06-03,0000-00-00,220,detail
啦啦啦,F1,Renewal,BeiJing,CEE,Clear,2025-06-03,2025-07-08,35,detail
哭了,B1,New,GuangZhou,N/A,Pending,2025-06-03,0000-00-00,220,detail
赵相机,J1,Renewal,BeiJing,Astronomy,Pending,2025-06-04,0000-00-00,219,detail
今天排骨打,H1,New,ShenYang,CS,Pending,2025-06-04,0000-00-00,219,detail
NY_GO,H1,Renewal,BeiJing,N/A,Pending,2025-06-04,0000-00-00,219,detail
pray,H1,Renewal,Europe,Applied Math,Clear,2025-06-04,2025-07-18,44,detail
aae,H1,New,Europe,N/A,Pending,2025-06-04,0000-00-00,219,detail
xxxx,F1,Renewal,Others,Chemistry,Clear,2025-06-04,2025-07-30,56,detail
FingerCroxx,F1,Renewal,GuangZhou,Biomed,Clear,2025-06-04,2025-08-05,62,detail
dddd,F1,New,ShangHai,BME,Clear,2025-06-04,2025-08-04,61,detail
ddtyuhao,H1,Renewal,BeiJing,Computer Science,Clear,2025-06-04,2025-07-23,49,detail
robbie2111141,H1,New,ShenYang,mechanical engineering,Clear,2025-06-04,2025-07-23,49,detail
顺顺利利,B1,New,HongKong,Chemistry,Clear,2025-06-04,2025-07-28,54,detail
kk,F1,New,ShangHai,EE,Pending,2025-06-04,0000-00-00,219,detail
fri,F1,Renewal,GuangZhou,Computer Science,Clear,2025-06-04,2025-08-01,58,detail
sophieee,H1,New,Others,"Mechancial Engineering, p",Pending,2025-06-04,0000-00-00,219,detail
快,F1,New,GuangZhou,N/A,Pending,2025-06-04,0000-00-00,219,detail
wannastudy,F1,New,GuangZhou,ECE,Clear,2025-06-04,2025-08-06,63,detail
Pascal,F1,Renewal,BeiJing,ME,Clear,2025-06-04,2025-08-06,63,detail
哭哭,F1,New,BeiJing,AI (masters),Pending,2025-06-04,0000-00-00,219,detail
快出结果吧,B2,New,ShangHai,N/A,Clear,2025-06-05,2025-08-08,64,detail
速速下签,F1,Renewal,BeiJing,ME,Pending,2025-06-05,0000-00-00,218,detail
etiane,F1,New,BeiJing,Education,Pending,2025-06-05,0000-00-00,218,detail
exciton,F1,New,BeiJing,Physics,Clear,2025-06-05,2025-08-05,61,detail
gzqz202506,B2,New,GuangZhou,Engineering,Clear,2025-06-05,2025-08-01,57,detail
远不止如此,J1,New,BeiJing,ECE/Physics,Pending,2025-06-05,0000-00-00,218,detail
快下签,J1,New,Europe,Math,Clear,2025-06-05,2025-08-13,69,detail
开学来不及,F1,Renewal,GuangZhou,N/A,Pending,2025-06-05,0000-00-00,218,detail
McLaren,H1,Renewal,BeiJing,Aerospace and Mechanical,Clear,2025-06-06,2025-06-06,0,detail
事与愿违吗,F1,Renewal,GuangZhou,Applied Math,Pending,2025-06-06,0000-00-00,217,detail
外来务工人,B1,New,ShenYang,ISE,Pending,2025-06-06,0000-00-00,217,detail
kevnzhu,F1,Renewal,GuangZhou,Chemistry,Pending,2025-06-06,0000-00-00,217,detail
DRAGONFLARE,F1,New,Others,EE,Clear,2025-06-06,2025-07-29,53,detail
ianchangism,B2,New,BeiJing,Computer Science,Pending,2025-06-06,0000-00-00,217,detail
AA00EH8J4B,H1,Renewal,Europe,ECE,Clear,2025-06-06,2025-08-07,62,detail
EH,F1,Renewal,BeiJing,CS,Clear,2025-06-06,2025-08-06,61,detail
GuangzhouPassPP,F1,New,GuangZhou,CS Master,Pending,2025-06-06,0000-00-00,217,detail
lwxnba,O1,New,BeiJing,CS/AI,Pending,2025-06-06,0000-00-00,217,detail
顺利过关,F1,New,BeiJing,ChemE,Clear,2025-06-06,2025-08-08,63,detail
ztao,F1,New,ShangHai,physics,Pending,2025-06-07,0000-00-00,216,detail
学术垃圾回,F1,New,ShangHai,MAE,Pending,2025-06-07,0000-00-00,216,detail
Mason32,F1,Renewal,BeiJing,CE,Pending,2025-06-09,0000-00-00,214,detail
快点过吧,H1,New,BeiJing,Chemistry,Clear,2025-06-09,2025-08-06,58,detail
EZ,H1,New,ShangHai,Computational Biology,Clear,2025-06-09,2025-07-24,45,detail
Dizzy,F1,Renewal,GuangZhou,Bioinformatics,Clear,2025-06-09,2025-08-05,57,detail
只是去读书,F1,New,GuangZhou,Information Systems,Pending,2025-06-09,0000-00-00,214,detail
LittlePea,H4,New,HongKong,Design,Clear,2025-06-09,2025-08-13,65,detail
quick,H1,New,ShangHai,NE,Clear,2025-06-09,2025-08-06,58,detail
求过签,F1,New,ShangHai,Physics,Pending,2025-06-09,0000-00-00,214,detail
Se7en,B1,New,BeiJing,N/A,Pending,2025-06-09,0000-00-00,214,detail
momo,B1,New,BeiJing,CS,Pending,2025-06-10,0000-00-00,213,detail
孜孜不倦,B1,New,GuangZhou,Data science,Pending,2025-06-10,0000-00-00,213,detail
abc123,J1,New,ShangHai,ecology postdoc,Clear,2025-06-10,2025-07-11,31,detail
硅农,H1,Renewal,BeiJing,Semiconductor,Pending,2025-06-10,0000-00-00,213,detail
24k,F1,Renewal,BeiJing,Computer information tech,Pending,2025-06-10,0000-00-00,213,detail
Gatech,F1,New,ShangHai,CSE,Pending,2025-06-10,0000-00-00,213,detail
求过过过,F1,New,GuangZhou,ECE,Pending,2025-06-10,0000-00-00,213,detail
666,F1,Renewal,ShangHai,Biology,Clear,2025-06-10,2025-08-08,59,detail
notyourbusiness,L2,Renewal,Europe,Software Engineering,Pending,2025-06-10,0000-00-00,213,detail
Xxx,B1,New,HongKong,Physics,Pending,2025-06-10,0000-00-00,213,detail
deeadmann,J1,New,Toronto,Mathematics,Pending,2025-06-10,0000-00-00,213,detail
plz_issue,F1,New,ShangHai,CS,Pending,2025-06-10,0000-00-00,213,detail
AA00ELATYR,B2,New,GuangZhou,N/A,Pending,2025-06-11,0000-00-00,212,detail
Drinkwater,B1,New,BeiJing,MSE,Clear,2025-06-11,2025-08-08,58,detail
Come on,F1,New,ShangHai,Robo,Pending,2025-06-11,0000-00-00,212,detail
waterwhite,H1,New,ShangHai,ME,Clear,2025-06-12,2025-08-11,60,detail
求爷爷告奶,H1,Renewal,GuangZhou,Mechanical and Aerospace,Clear,2025-06-12,2025-08-01,50,detail
kldxbjz,F1,New,Toronto,CS/AI,Clear,2025-06-12,2025-08-21,70,detail
Mingli,H1,Renewal,BeiJing,Mechanical Engineering,Pending,2025-06-13,0000-00-00,210,detail
ravingchef,B2,New,HongKong,Information Engineering,Clear,2025-06-13,2025-08-06,54,detail
一遍过,B1,New,BeiJing,CS,Clear,2025-06-13,2025-08-07,55,detail
Yugarbear,H1,New,ShangHai,Psychology,Clear,2025-06-13,2025-06-20,7,detail
WyattSum,B1,New,GuangZhou,Chemical Engineering,Pending,2025-06-13,0000-00-00,210,detail
newbee,B1,New,GuangZhou,Mechanical Engineering,Clear,2025-06-13,2025-08-05,53,detail
球球了,J1,New,ShangHai,Genetics,Pending,2025-06-13,0000-00-00,210,detail
求过签,O1,New,ShangHai,Biochemistry,Reject,2025-06-13,2025-07-02,19,detail
AA00ISSUED,F1,New,Others,ME,Clear,2025-06-13,2025-07-08,25,detail
Harry,H1,Renewal,BeiJing,CheE,Clear,2025-06-13,2025-08-08,56,detail
daniel1357,L1,New,Europe,N/A,Clear,2025-06-13,2025-08-08,56,detail
球球了,J1,New,ShangHai,Genetics,Pending,2025-06-13,0000-00-00,210,detail
djdjdj,H1,New,Others,CS,Clear,2025-06-16,2025-08-27,72,detail
Flykes,F1,New,GuangZhou,Games,Pending,2025-06-16,0000-00-00,207,detail
Mushroom,F1,Renewal,ShangHai,Psychology,Pending,2025-06-16,0000-00-00,207,detail
kiki,F1,New,BeiJing,ECE,Pending,2025-06-16,0000-00-00,207,detail
拜托拜托,H1,Renewal,GuangZhou,Information Science,Pending,2025-06-16,0000-00-00,207,detail
YEEEEE,J1,New,GuangZhou,ECE,Clear,2025-06-16,2025-08-21,66,detail
下签下签,F1,Renewal,GuangZhou,Civil Engineering,Clear,2025-06-16,2025-08-04,49,detail
EvanBeijing,F1,Renewal,BeiJing,CE,Clear,2025-06-16,2025-08-05,50,detail
pzella,F1,New,ShangHai,cs,Pending,2025-06-16,0000-00-00,207,detail
cryy1108,H1,Renewal,Vancouver,CS,Pending,2025-06-16,0000-00-00,207,detail
Tkkdontjerkoff,F1,New,BeiJing,Master Of Software Engine,Pending,2025-06-16,0000-00-00,207,detail
issue吧！求�,F1,Renewal,BeiJing,CS,Clear,2025-06-16,2025-08-13,58,detail
Aaab,F1,New,ShangHai,Commutation Design,Pending,2025-06-16,0000-00-00,207,detail
ddd,B1,New,ShenYang,biopharmaceutical,Clear,2025-06-16,2025-08-07,52,detail
Zhuan,H1,Renewal,BeiJing,Computer tech,Clear,2025-06-16,2025-08-15,60,detail
Ari,J1,New,BeiJing,Health services research,Clear,2025-06-17,2025-07-04,17,detail
wuyuziii,H1,Renewal,GuangZhou,EE,Clear,2025-06-17,2025-08-07,51,detail
iyu,B2,New,ShangHai,Biology,Pending,2025-06-17,0000-00-00,206,detail
eugenia,F1,Renewal,BeiJing,Informatics PhD,Clear,2025-06-17,2025-07-28,41,detail
revlis,L1,New,Others,Mechanics,Clear,2025-06-17,2025-08-08,52,detail
AA00EK8LZ7,B1,New,GuangZhou,CS,Clear,2025-06-17,2025-08-07,51,detail
下签下签！,O1,New,Europe,EE,Clear,2025-06-17,2025-08-08,52,detail
多久能过,F1,Renewal,BeiJing,Physics,Clear,2025-06-17,2025-08-08,52,detail
Blue,L1,New,GuangZhou,N/A,Clear,2025-06-17,2025-08-12,56,detail
yun2660,F1,New,Others,MSE,Clear,2025-06-17,2025-08-01,45,detail
出差狗即将,B1,Renewal,BeiJing,CS,Clear,2025-06-17,2025-08-08,52,detail
求下签,H1,New,ShangHai,Physics,Pending,2025-06-18,0000-00-00,205,detail
马上就要过,H1,Renewal,GuangZhou,Mechanical Engineering,Pending,2025-06-18,0000-00-00,205,detail
cai***@jaas.ac.,J2,New,ShangHai,Biochemistry,Clear,2025-06-18,2025-11-25,160,detail
AMTF,L1,New,Others,Chemical Engineering,Clear,2025-06-18,2025-08-11,54,detail
谢谢幸运,F1,Renewal,GuangZhou,ME,Clear,2025-06-18,2025-08-14,57,detail
qwerty,H1,New,ShangHai,Civil Engineering,Clear,2025-06-18,2025-08-23,66,detail
yunfeiyang,B2,New,GuangZhou,CS,Pending,2025-06-18,0000-00-00,205,detail
EM0310508,F1,New,ShangHai,MBA,Pending,2025-06-20,0000-00-00,203,detail
luckyfancy,H1,Renewal,HongKong,Neural engineering,Clear,2025-06-20,2025-08-11,52,detail
zionjzy,H1,Renewal,Others,EE,Clear,2025-06-20,2025-08-06,47,detail
求求了快下,F1,Renewal,ShangHai,Biotechnology,Pending,2025-06-20,0000-00-00,203,detail
快过签,B1,New,BeiJing,AEROSPACE,Pending,2025-06-21,0000-00-00,202,detail
Seal,F1,New,BeiJing,ECE,Pending,2025-06-23,0000-00-00,200,detail
jazzyjzzz,F1,Renewal,BeiJing,Bioengineering,Clear,2025-06-23,2025-08-08,46,detail
sad me,L1,New,ShenYang,N/A,Pending,2025-06-23,0000-00-00,200,detail
xxxx,H1,New,Others,CS,Clear,2025-06-23,2025-08-15,53,detail
ShowMeMagic,H1,Renewal,Vancouver,Business Analytics,Clear,2025-06-23,2025-08-07,45,detail
dadada,H1,New,ShangHai,chemistry,Clear,2025-06-23,2025-08-14,52,detail
ahckjhckxz,H1,Renewal,ShangHai,CS,Clear,2025-06-23,2025-08-20,58,detail
激情狂飙,H1,Renewal,ShangHai,Mechanical,Clear,2025-06-23,2025-09-10,79,detail
dd,J1,New,Calgary,cs,Clear,2025-06-24,2025-08-20,57,detail
猪八,H1,Renewal,Others,ME,Reject,2025-06-24,2025-06-25,1,detail
ynguo94,H4,New,GuangZhou,biotech pharma,Clear,2025-06-24,2025-08-14,51,detail
check好多回,H1,New,Others,cs,Clear,2025-06-24,2025-08-05,42,detail
chaoyang1996,H1,New,BeiJing,Mechanical Engineering,Clear,2025-06-24,2025-08-06,43,detail
我很幸运,H1,New,GuangZhou,CS,Pending,2025-06-24,0000-00-00,199,detail
麻溜下签,H1,Renewal,GuangZhou,CS,Clear,2025-06-24,2025-08-13,50,detail
YES or YES,F1,Renewal,BeiJing,CS PhD,Clear,2025-06-24,2025-08-13,50,detail
YYY,H1,Renewal,ShangHai,CS,Pending,2025-06-24,0000-00-00,199,detail
essie,H1,New,Toronto,Mathematical Biology,Clear,2025-06-24,2025-09-19,87,detail
累得要死,O1,New,Others,AI,Pending,2025-06-25,0000-00-00,198,detail
长安的荔枝,H1,Renewal,GuangZhou,EE,Clear,2025-06-25,2025-08-22,58,detail
udp53,F1,New,GuangZhou,EEE,Pending,2025-06-25,0000-00-00,198,detail
ruipeng4,F1,Renewal,ShangHai,CS,Clear,2025-06-26,2025-11-18,145,detail
BJ626 cat,H1,Renewal,BeiJing,Virology,Pending,2025-06-26,0000-00-00,197,detail
Causeway,H1,Renewal,HongKong,CS,Pending,2025-06-27,0000-00-00,196,detail
AA00DB79XJ,L1,Renewal,ShangHai,ECE,Clear,2025-06-30,2025-08-13,44,detail
Lmgfy,J1,New,HongKong,N/A,Pending,2025-06-30,0000-00-00,193,detail
Hello,F1,New,ShangHai,Finance,Pending,2025-06-30,0000-00-00,193,detail
IronEgg,H1,Renewal,GuangZhou,Computer Science,Clear,2025-06-30,2025-08-18,49,detail
想我的猫了,F1,Renewal,GuangZhou,Molecular Biology,Pending,2025-06-30,0000-00-00,193,detail
CR7,F1,Renewal,GuangZhou,CS Stem Opt,Clear,2025-06-30,2025-08-25,56,detail
lzyttxs,F1,Renewal,BeiJing,Mechanical Engineering,Clear,2025-07-01,2025-08-21,51,detail
gzj1chen,J1,New,GuangZhou,Engineering Management,Clear,2025-07-01,2025-07-16,15,detail
发生甚么事,B1,New,BeiJing,Astrophysics,Pending,2025-07-01,0000-00-00,192,detail
机票涨飞了,B2,New,Others,Power Engineering and Eng,Clear,2025-07-01,2025-08-14,44,detail
yifengyuyee,F1,Renewal,GuangZhou,CS,Pending,2025-07-01,0000-00-00,192,detail
ztc,O1,New,Others,EE,Clear,2025-07-01,2025-08-08,38,detail
seanwithme,B1,New,GuangZhou,CS,Clear,2025-07-01,2025-08-21,51,detail
光速下签,F1,New,ShangHai,CompBio,Clear,2025-07-01,2025-08-20,50,detail
fingercrox,H4,Renewal,GuangZhou,biomedical engineering,Clear,2025-07-01,2025-08-15,45,detail
vck,H1,Renewal,ShangHai,CS,Pending,2025-07-01,0000-00-00,192,detail
fuck trump,H1,Renewal,BeiJing,Aeronautical Engineering,Clear,2025-07-02,2025-08-14,43,detail
速速下签 wd,F1,New,Others,MS Comp Bio,Pending,2025-07-02,0000-00-00,191,detail
shanghaiO1,O1,Renewal,ShangHai,CS,Clear,2025-07-02,2025-08-13,42,detail
xqx,H1,New,BeiJing,material science,Clear,2025-07-02,2025-08-15,44,detail
来签来签,F1,Renewal,GuangZhou,ECE,Pending,2025-07-02,0000-00-00,191,detail
qq,J1,New,GuangZhou,Biology,Clear,2025-07-02,2025-08-19,48,detail
glenndingli,H1,Renewal,Vancouver,N/A,Clear,2025-07-02,2025-08-20,49,detail
快点下签啊,B1,New,BeiJing,CS,Pending,2025-07-02,0000-00-00,191,detail
AA00EOBFP5,J1,New,Others,Information Science and C,Pending,2025-07-03,0000-00-00,190,detail
byxsh,J1,New,HongKong,Mathematics,Pending,2025-07-03,0000-00-00,190,detail
TRS,F1,New,Others,Biostatistics,Pending,2025-07-03,0000-00-00,190,detail
skyrim,F1,Renewal,ShangHai,ECE,Clear,2025-07-03,2025-08-22,50,detail
来不及辣,F1,New,GuangZhou,CS,Clear,2025-07-03,2025-08-20,48,detail
加油,F1,Renewal,ShangHai,CS,Reject,2025-07-06,2025-07-09,3,detail
hou***@gmail.co,F1,Renewal,BeiJing,Mechanical Eng,Clear,2025-07-07,2025-08-15,39,detail
kdxqb,H1,New,Others,CS,Clear,2025-07-07,2025-08-27,51,detail
DD,F1,New,HongKong,EE,Clear,2025-07-07,2025-07-25,18,detail
求求了,F1,Renewal,ShangHai,ORIE,Pending,2025-07-07,0000-00-00,186,detail
guyuexuan,H1,Renewal,Others,CS,Clear,2025-07-07,2025-08-15,39,detail
还要等到什,J1,New,BeiJing,CS,Pending,2025-07-07,0000-00-00,186,detail
求好运,H1,Renewal,ShenYang,EE,Clear,2025-07-07,2025-09-10,65,detail
xiaotianxt,F1,New,BeiJing,Information Technology,Pending,2025-07-08,0000-00-00,185,detail
Dfmj,H1,Renewal,Europe,DS,Clear,2025-07-08,2025-08-27,50,detail
天佑吾签,F1,New,ShangHai,CS,Clear,2025-07-08,2025-08-17,40,detail
asume,F1,New,ShenYang,Computational Science,Pending,2025-07-08,0000-00-00,185,detail
alalpaca,F1,New,ShangHai,ai,Pending,2025-07-08,0000-00-00,185,detail
box,H1,New,ShenYang,MLE,Clear,2025-07-09,2025-07-29,20,detail
NakedRaccoon,F1,New,HongKong,Systems Engineering,Clear,2025-07-09,2025-08-18,40,detail
GT20times,F2,New,BeiJing,Chemical Engineering,Pending,2025-07-09,0000-00-00,184,detail
小狗屁,H4,New,ShangHai,Biotechnology,Clear,2025-07-09,2025-08-26,48,detail
Noname,F1,New,ShangHai,CS,Clear,2025-07-09,2025-09-18,71,detail
求下签,H1,New,Vancouver,ECE,Pending,2025-07-09,0000-00-00,184,detail
wuhudsm,F1,New,ShangHai,CS,Clear,2025-07-09,2025-08-22,44,detail
zhang,B1,New,BeiJing,CS / Data Science,Pending,2025-07-09,0000-00-00,184,detail
what0411,B1,New,ShenYang,Mechnical engineering,Clear,2025-07-10,2025-09-03,55,detail
plz,J2,New,ShenYang,Chemical Engineering,Clear,2025-07-10,2025-09-08,60,detail
葱葱,F1,New,BeiJing,msfe,Clear,2025-07-10,2025-07-28,18,detail
求快下签o_o,F1,New,BeiJing,CS,Pending,2025-07-10,0000-00-00,183,detail
Goodluck!!,L1,Renewal,GuangZhou,EE,Clear,2025-07-10,2025-08-18,39,detail
Riaria9,F1,Renewal,Others,CS,Clear,2025-07-10,2025-08-27,48,detail
我好急啊啊,J1,New,BeiJing,chemistry,Pending,2025-07-10,0000-00-00,183,detail
Jane,H1,Renewal,ShangHai,Bioinformatics,Clear,2025-07-10,2025-08-27,48,detail
Chris,F1,New,BeiJing,Materials Science and Eng,Pending,2025-07-10,0000-00-00,183,detail
XYF,F1,New,ShangHai,ECE,Pending,2025-07-11,0000-00-00,182,detail
Chick-Fli-Aaaaa,H1,Renewal,Vancouver,IT,Clear,2025-07-11,2025-08-19,39,detail
gogogo,H1,New,Europe,EE,Clear,2025-07-11,2025-10-07,88,detail
求求啦,H1,New,Others,DS,Pending,2025-07-11,0000-00-00,182,detail
indigoice,H4,Renewal,ShangHai,business,Pending,2025-07-11,0000-00-00,182,detail
ptonhedgehog,F1,New,GuangZhou,Management Science,Clear,2025-07-14,2025-07-14,0,detail
wyz2368,H1,New,ShangHai,CS,Clear,2025-07-14,2025-08-29,46,detail
D12138,F1,Renewal,BeiJing,CS,Pending,2025-07-14,0000-00-00,179,detail
123456,B2,New,ShangHai,N/A,Pending,2025-07-14,0000-00-00,179,detail
搞快点求求,J1,New,Europe,Informatics,Clear,2025-07-14,2025-09-03,51,detail
下签小猫显,H4,Renewal,Vancouver,EECS,Clear,2025-07-14,2025-08-22,39,detail
pleasepleaseple,H1,Renewal,BeiJing,ECE,Pending,2025-07-14,0000-00-00,179,detail
AA00ER,L1,New,Toronto,AE,Clear,2025-07-14,2025-08-13,30,detail
IPgIprYNpxGEPxU,F1,New,ShenYang,Computer Science,Clear,2025-07-14,2025-08-21,38,detail
已经太迟辣,B2,Renewal,Europe,Computer Science,Clear,2025-07-14,2025-09-11,59,detail
182084,B1,New,GuangZhou,Electronic information,Clear,2025-07-15,2025-09-03,50,detail
a0007678,B1,New,ShenYang,Chemistry,Clear,2025-07-15,2025-08-20,36,detail
6点起床上�,H1,New,Vancouver,N/A,Pending,2025-07-15,0000-00-00,178,detail
分享加好运,F1,New,ShangHai,Electrical and Computer E,Clear,2025-07-15,2025-09-25,72,detail
有学上,F1,New,BeiJing,CS,Clear,2025-07-15,2025-08-21,37,detail
checkcheck,J1,New,BeiJing,computer science,Clear,2025-07-15,2025-08-29,45,detail
下签下签下,F1,New,Ottawa,IT,Pending,2025-07-15,0000-00-00,178,detail
520102200304193,F1,New,HongKong,Computer Science,Clear,2025-07-15,2025-07-23,8,detail
出签证球球,H1,Renewal,Vancouver,Math,Clear,2025-07-16,2025-08-21,36,detail
搞快点啊,F1,New,GuangZhou,ME,Pending,2025-07-16,0000-00-00,177,detail
ellawang,H1,Renewal,BeiJing,Earth Science,Clear,2025-07-17,2025-08-05,19,detail
issue,B1,New,Others,Electronic information,Pending,2025-07-17,0000-00-00,176,detail
tan,F1,Renewal,GuangZhou,Biology- STEM OPT,Clear,2025-07-17,2025-08-27,41,detail
rhyo_oxime,F1,New,BeiJing,Molecular Engineering,Clear,2025-07-17,2025-09-04,49,detail
FZZF,F1,New,ShangHai,IT,Pending,2025-07-18,0000-00-00,175,detail
Bear,B1,New,Montreal,N/A,Pending,2025-07-18,0000-00-00,175,detail
发生甚么事,J1,New,ShangHai,CS,Clear,2025-07-18,2025-09-16,60,detail
我要上学,F1,New,ShangHai,Entomology,Pending,2025-07-18,0000-00-00,175,detail
搞快点,F1,New,HongKong,Robotics,Clear,2025-07-18,2025-08-27,40,detail
gao,J1,New,GuangZhou,math,Clear,2025-07-18,2025-08-28,41,detail
哎哟真折腾,F1,New,ShenYang,CS,Clear,2025-07-18,2025-12-19,154,detail
visa blessing,H1,New,Others,Computer Science,Clear,2025-07-21,2025-09-09,50,detail
粥威,F1,New,BeiJing,Physics,Clear,2025-07-21,2025-08-06,16,detail
到码头整点,F1,New,GuangZhou,CS,Clear,2025-07-21,2025-08-29,39,detail
hywwwwww,H1,New,ShangHai,material science,Clear,2025-07-21,2025-08-25,35,detail
qiuqiu,B1,New,BeiJing,Chem,Clear,2025-07-21,2025-09-18,59,detail
怀揣希望的,B1,New,BeiJing,English,Pending,2025-07-22,0000-00-00,171,detail
Not_Jo,F1,New,GuangZhou,Electrical,Clear,2025-07-22,2025-08-27,36,detail
搞快点,J1,New,Others,ECE posdoc,Clear,2025-07-22,2025-11-06,107,detail
Luckyguy,J1,New,BeiJing,Health Policy,Pending,2025-07-23,0000-00-00,170,detail
8.25之前下�,F1,New,GuangZhou,Biotech,Pending,2025-07-23,0000-00-00,170,detail
ManWhatCanISay,J1,New,BeiJing,Theoretical Physics,Pending,2025-07-23,0000-00-00,170,detail
求求想回去,F1,Renewal,BeiJing,N/A,Pending,2025-07-23,0000-00-00,170,detail
goodluck,F1,Renewal,BeiJing,N/A,Pending,2025-07-24,0000-00-00,169,detail
别了温哥华,H1,Renewal,Vancouver,Information system manage,Clear,2025-07-24,2025-08-27,34,detail
求求了快点,F1,New,BeiJing,Mechanical Engineering,Clear,2025-07-24,2025-08-26,33,detail
过儿,F1,New,GuangZhou,Biotechnology,Clear,2025-07-24,2025-09-22,60,detail
celegorm,L1,New,GuangZhou,STEM,Clear,2025-07-24,2025-09-02,40,detail
812322,L1,New,ShangHai,Chemical engineering,Pending,2025-07-24,0000-00-00,169,detail
求快点下签,F1,New,BeiJing,Chemistry,Pending,2025-07-24,0000-00-00,169,detail
求快点下签,F1,New,BeiJing,Chemistry,Pending,2025-07-24,0000-00-00,169,detail
ems plz 快点,F1,New,GuangZhou,CS,Clear,2025-07-24,2025-09-09,47,detail
floatingcloud,H1,New,Vancouver,CS,Pending,2025-07-25,0000-00-00,168,detail
明天下签,L1,New,Others,EEE,Clear,2025-07-25,2025-08-26,32,detail
菜鸡一枚,B2,New,HongKong,Computer Science,Clear,2025-07-28,2025-08-28,31,detail
让我上学,F1,New,GuangZhou,Bioinformatics,Clear,2025-07-28,2025-09-05,39,detail
MIT,F1,New,BeiJing,BME,Pending,2025-07-28,0000-00-00,165,detail
来签来,F1,Renewal,GuangZhou,CS,Clear,2025-07-28,2025-08-08,11,detail
求出签,H1,Renewal,Europe,Aeronautics & Astronautic,Clear,2025-07-28,2025-10-30,94,detail
PVGSEA,H1,Renewal,Vancouver,CS,Clear,2025-07-28,2025-09-03,37,detail
下签三巨头,J1,New,BeiJing,Biology,Clear,2025-07-28,2025-09-11,45,detail
让Dw上学吧,F1,New,GuangZhou,Computer Science,Pending,2025-07-28,0000-00-00,165,detail
hectopascal,B1,New,BeiJing,CS,Pending,2025-07-28,0000-00-00,165,detail
todayraining01,J1,Renewal,HongKong,Biology,Pending,2025-07-28,0000-00-00,165,detail
xzyxzy,F1,Renewal,ShangHai,Mechanical Engineering,Clear,2025-07-29,2025-09-08,41,detail
bjiangc97,B2,New,GuangZhou,EE,Clear,2025-07-29,2025-10-08,71,detail
UUPassed,H1,New,Vancouver,CS,Clear,2025-07-29,2025-09-05,38,detail
pls Issue issue,O1,New,BeiJing,N/A,Pending,2025-07-30,0000-00-00,163,detail
AA00EPCLA5,F1,New,GuangZhou,Chemistry,Pending,2025-07-30,0000-00-00,163,detail
注册失败,B1,New,BeiJing,Electrical Engineering,Clear,2025-07-31,2025-09-10,41,detail
leoriohope,H1,New,ShenYang,Computer Science,Pending,2025-07-31,0000-00-00,162,detail
qwerty,H1,Renewal,BeiJing,Materials Science and Eng,Pending,2025-07-31,0000-00-00,162,detail
ykizhang,J1,Renewal,ShangHai,Material Science,Pending,2025-07-31,0000-00-00,162,detail
icecream_melted,L1,New,Vancouver,Computer Science,Clear,2025-08-01,2025-08-07,6,detail
求求求下签,F1,New,ShangHai,robo,Pending,2025-08-01,0000-00-00,161,detail
AA00EULPC3,F1,Renewal,GuangZhou,Neurology,Pending,2025-08-01,0000-00-00,161,detail
xqhy,F1,Renewal,BeiJing,Computer Science,Pending,2025-08-01,0000-00-00,161,detail
PolishedArrow,H1,Renewal,Others,Aerospace engineering,Pending,2025-08-01,0000-00-00,161,detail
下签好难,O1,New,BeiJing,STEM,Clear,2025-08-01,2025-09-11,41,detail
qiliux,L1,New,ShangHai,Software,Pending,2025-08-01,0000-00-00,161,detail
LincolnL,H1,Renewal,ShenYang,Biomedical sciences,Clear,2025-08-04,2025-09-12,39,detail
jjing830,B2,Renewal,GuangZhou,biology,Clear,2025-08-04,2025-09-12,39,detail
dwight26,J1,New,GuangZhou,Chemistry,Pending,2025-08-04,0000-00-00,158,detail
1qaz,H1,New,ShangHai,EE,Clear,2025-08-04,2025-09-02,29,detail
Kaspar,F1,New,BeiJing,Neurobio,Clear,2025-08-04,2025-09-11,38,detail
lucky,B2,Renewal,ShangHai,Computational Biology,Pending,2025-08-04,0000-00-00,158,detail
Waiting,B1,New,ShenYang,Automation,Clear,2025-08-04,2025-09-23,50,detail
AL,F1,New,BeiJing,EECS,Clear,2025-08-04,2025-09-11,38,detail
乾顺,F1,Renewal,ShangHai,CS/Robot,Clear,2025-08-04,2025-09-16,43,detail
chaeeeew,B1,New,Others,EEE,Clear,2025-08-04,2025-10-10,67,detail
zhuxx355,H1,New,BeiJing,Industrial Engineering,Clear,2025-08-05,2025-09-17,43,detail
